names,center_x,center_y,cluster_no,cell_type,fov
2997859600157100178-mPFC_NF3_r1-mPFC,12250.1626102046,348.518173263256,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100184-mPFC_NF3_r1-mPFC,12287.6281524237,356.997744185189,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100189-mPFC_NF3_r1-mPFC,12320.0316565111,358.030132375135,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100190-mPFC_NF3_r1-mPFC,12251.0210987132,357.048718295009,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100191-mPFC_NF3_r1-mPFC,12300.1466079704,362.570716585488,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100193-mPFC_NF3_r1-mPFC,12266.4909182153,364.693835194752,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100237-mPFC_NF3_r1-mPFC,12320.2224038904,332.015236203881,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100238-mPFC_NF3_r1-mPFC,12251.5102677586,331.339454164095,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600157100239-mPFC_NF3_r1-mPFC,12283.1016707187,336.912482065351,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100240-mPFC_NF3_r1-mPFC,12270.5430116231,336.242593047433,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100242-mPFC_NF3_r1-mPFC,12261.2590077955,340.519031680303,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600157100246-mPFC_NF3_r1-mPFC,12274.627196492,357.151560458551,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100255-mPFC_NF3_r1-mPFC,12250.8730184416,352.567122067337,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157100264-mPFC_NF3_r1-mPFC,12287.062494486,325.975646999247,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600157200021-mPFC_NF3_r1-mPFC,12325.1268238725,348.380431291122,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157200024-mPFC_NF3_r1-mPFC,12216.0820769644,342.677478651723,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600157200069-mPFC_NF3_r1-mPFC,12273.0953430675,363.053818989373,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600158100020-mPFC_NF3_r1-mPFC,12444.0502208076,285.191338070393,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600158100023-mPFC_NF3_r1-mPFC,12371.514506795,290.448509561216,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600158100032-mPFC_NF3_r1-mPFC,12352.1425104499,305.562934382087,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600158100038-mPFC_NF3_r1-mPFC,12422.8743959988,310.815799384727,20,N_Npy,mPFC_NF3_r1-mPFC
2997859600158100045-mPFC_NF3_r1-mPFC,12365.3852901018,317.031994071652,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600158100052-mPFC_NF3_r1-mPFC,12379.8882722513,328.685410524134,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600158100059-mPFC_NF3_r1-mPFC,12340.221225162,333.384004075297,20,N_Npy,mPFC_NF3_r1-mPFC
2997859600158100145-mPFC_NF3_r1-mPFC,12442.9988364508,319.382626377157,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600158100146-mPFC_NF3_r1-mPFC,12422.7967554079,321.962029043319,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600158100153-mPFC_NF3_r1-mPFC,12440.1245712952,339.090501791511,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600158100155-mPFC_NF3_r1-mPFC,12370.2756365726,344.67664444371,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600158100176-mPFC_NF3_r1-mPFC,12384.0142385914,334.266749421487,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600159100016-mPFC_NF3_r1-mPFC,12463.9920820084,294.307969958108,20,N_Npy,mPFC_NF3_r1-mPFC
2997859600159100026-mPFC_NF3_r1-mPFC,12462.1506815326,316.116264629504,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600159100176-mPFC_NF3_r1-mPFC,12492.5840547709,343.148038383281,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600159100182-mPFC_NF3_r1-mPFC,12539.0580195387,339.153623236412,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600159100199-mPFC_NF3_r1-mPFC,12566.471915847,347.963481870747,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600160100052-mPFC_NF3_r1-mPFC,12616.0025699403,350.627502257111,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600160100057-mPFC_NF3_r1-mPFC,12641.5266215258,372.277945166628,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600161100059-mPFC_NF3_r1-mPFC,12753.8374861103,374.602112147743,20,N_Npy,mPFC_NF3_r1-mPFC
2997859600161100106-mPFC_NF3_r1-mPFC,12786.207438082,339.558438345153,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600196100255-mPFC_NF3_r1-mPFC,11692.5559646811,473.65620426979,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600196100263-mPFC_NF3_r1-mPFC,11699.7056334607,485.058683631264,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600196100270-mPFC_NF3_r1-mPFC,11629.1436119762,485.668649466127,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600196100364-mPFC_NF3_r1-mPFC,11723.0089201337,465.499830301739,10,N_Crym,mPFC_NF3_r1-mPFC
2997859600196100366-mPFC_NF3_r1-mPFC,11691.8656548993,473.230138991741,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600196100391-mPFC_NF3_r1-mPFC,11724.5104105039,461.706141718407,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600196200023-mPFC_NF3_r1-mPFC,11722.314150829,466.913717439109,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600196200031-mPFC_NF3_r1-mPFC,11734.6986936253,489.984821723792,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600196200032-mPFC_NF3_r1-mPFC,11630.7826982278,496.1734059101,9,N_Rprm,mPFC_NF3_r1-mPFC
2997859600197100219-mPFC_NF3_r1-mPFC,11805.9158484372,456.294850387838,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600197100235-mPFC_NF3_r1-mPFC,11763.2389620534,469.483555057817,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100256-mPFC_NF3_r1-mPFC,11783.2741293781,475.091797911895,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100337-mPFC_NF3_r1-mPFC,11755.0318006842,442.022762881159,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100344-mPFC_NF3_r1-mPFC,11821.0386227694,444.939408756608,11,N_Lhx6,mPFC_NF3_r1-mPFC
2997859600197100347-mPFC_NF3_r1-mPFC,11803.4293066067,456.148148819332,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100351-mPFC_NF3_r1-mPFC,11836.2708656888,463.717811972708,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100354-mPFC_NF3_r1-mPFC,11801.6035709324,472.14371501267,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100355-mPFC_NF3_r1-mPFC,11776.1528886256,473.934011515622,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100357-mPFC_NF3_r1-mPFC,11824.4445600947,481.148165438407,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100358-mPFC_NF3_r1-mPFC,11766.0048496735,488.391060481879,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100363-mPFC_NF3_r1-mPFC,11839.5019487647,494.997005277154,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100375-mPFC_NF3_r1-mPFC,11782.39783608,445.077990545781,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197100380-mPFC_NF3_r1-mPFC,11820.8617500372,464.792404208042,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197200013-mPFC_NF3_r1-mPFC,11741.4430187632,451.122448332049,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197200015-mPFC_NF3_r1-mPFC,11821.4094266852,461.62293112752,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197200023-mPFC_NF3_r1-mPFC,11827.4032619737,477.257316546787,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197200024-mPFC_NF3_r1-mPFC,11742.727428237,479.224903240651,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197200026-mPFC_NF3_r1-mPFC,11817.922013787,494.602518570204,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600197200031-mPFC_NF3_r1-mPFC,11782.1265854644,447.661305179737,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600197200034-mPFC_NF3_r1-mPFC,11848.3948293811,458.244436817891,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100076-mPFC_NF3_r1-mPFC,11954.2315724518,441.242997760848,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100099-mPFC_NF3_r1-mPFC,11942.8614753702,463.886452430323,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100108-mPFC_NF3_r1-mPFC,11927.9391660693,471.649146702837,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100114-mPFC_NF3_r1-mPFC,11942.0310354996,488.656415441394,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100117-mPFC_NF3_r1-mPFC,11927.8019267323,493.915282427486,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100141-mPFC_NF3_r1-mPFC,11911.7112456219,427.588170535687,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100143-mPFC_NF3_r1-mPFC,11944.1654333245,435.137100574048,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100146-mPFC_NF3_r1-mPFC,11918.6926284816,441.172091183726,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100157-mPFC_NF3_r1-mPFC,11941.1528240016,395.366775956925,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100162-mPFC_NF3_r1-mPFC,11917.2785855403,406.599480510284,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100164-mPFC_NF3_r1-mPFC,11902.1489694817,407.252326109596,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100168-mPFC_NF3_r1-mPFC,11884.4878582691,419.341191945602,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100171-mPFC_NF3_r1-mPFC,11865.6939445754,427.713205897671,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100172-mPFC_NF3_r1-mPFC,11927.829783021,428.848120391212,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100176-mPFC_NF3_r1-mPFC,11936.2732122295,449.774101102661,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600198100177-mPFC_NF3_r1-mPFC,11926.4189808902,452.674301999017,11,N_Lhx6,mPFC_NF3_r1-mPFC
2997859600198200043-mPFC_NF3_r1-mPFC,11969.121656971,439.080196642357,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100133-mPFC_NF3_r1-mPFC,11979.3824561207,455.264078814109,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100143-mPFC_NF3_r1-mPFC,12058.9474884056,460.033330595891,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600199100148-mPFC_NF3_r1-mPFC,12088.4938810841,465.31964213828,20,N_Npy,mPFC_NF3_r1-mPFC
2997859600199100156-mPFC_NF3_r1-mPFC,12024.4197490795,473.116431951867,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600199100159-mPFC_NF3_r1-mPFC,12059.2037214259,474.188718513043,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600199100168-mPFC_NF3_r1-mPFC,12007.5885537311,479.629801639052,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100184-mPFC_NF3_r1-mPFC,12051.6495944834,492.939834046269,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600199100214-mPFC_NF3_r1-mPFC,12045.5290109099,391.882021008526,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100217-mPFC_NF3_r1-mPFC,12078.1389866471,392.575833569335,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100218-mPFC_NF3_r1-mPFC,12020.30282571,393.245106555765,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100224-mPFC_NF3_r1-mPFC,12064.6417026918,409.109213978176,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100226-mPFC_NF3_r1-mPFC,12051.0450856908,409.811040294574,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100227-mPFC_NF3_r1-mPFC,12077.1885684485,407.48212025696,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100238-mPFC_NF3_r1-mPFC,12046.5058925345,483.551772220284,11,N_Lhx6,mPFC_NF3_r1-mPFC
2997859600199100240-mPFC_NF3_r1-mPFC,11998.9171812749,429.591676341789,20,N_Npy,mPFC_NF3_r1-mPFC
2997859600199100242-mPFC_NF3_r1-mPFC,12048.1633441331,494.864207071745,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600199100247-mPFC_NF3_r1-mPFC,12006.0733090984,443.193390927244,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100248-mPFC_NF3_r1-mPFC,12013.0183479968,449.471208739475,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100256-mPFC_NF3_r1-mPFC,12006.5391987776,482.189077447772,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100257-mPFC_NF3_r1-mPFC,12072.8891932319,485.329318947041,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600199100267-mPFC_NF3_r1-mPFC,12009.6073388456,402.18514732642,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100270-mPFC_NF3_r1-mPFC,12035.2162075503,439.366473938935,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199100271-mPFC_NF3_r1-mPFC,12012.5574892525,448.576824238551,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600199200036-mPFC_NF3_r1-mPFC,12024.7586632186,381.48341874493,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600199200039-mPFC_NF3_r1-mPFC,12092.6316970252,404.446224877868,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600200100140-mPFC_NF3_r1-mPFC,12108.4978500724,425.387482571168,11,N_Lhx6,mPFC_NF3_r1-mPFC
2997859600200100215-mPFC_NF3_r1-mPFC,12100.1472290337,459.258139429748,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600200100231-mPFC_NF3_r1-mPFC,12115.5714902296,471.230114438423,20,N_Npy,mPFC_NF3_r1-mPFC
2997859600200100239-mPFC_NF3_r1-mPFC,12101.7027524812,476.571902379596,11,N_Lhx6,mPFC_NF3_r1-mPFC
2997859600200100245-mPFC_NF3_r1-mPFC,12189.0390849658,487.238936088875,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600200100256-mPFC_NF3_r1-mPFC,12123.4852299605,486.003497095007,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600200100258-mPFC_NF3_r1-mPFC,12143.8402977709,488.966277738075,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600200100259-mPFC_NF3_r1-mPFC,12195.7932399775,489.400693742242,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600200100328-mPFC_NF3_r1-mPFC,12175.8431425577,468.217848741071,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600200100352-mPFC_NF3_r1-mPFC,12100.2171695812,431.352638661518,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600200100363-mPFC_NF3_r1-mPFC,12159.3884161383,459.456387663872,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600201100017-mPFC_NF3_r1-mPFC,12258.5507019466,398.153826125748,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600201100061-mPFC_NF3_r1-mPFC,12324.016676464,435.213685339135,16,N_Dusp1,mPFC_NF3_r1-mPFC
2997859600201100162-mPFC_NF3_r1-mPFC,12290.8433881254,489.947526460587,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600201100196-mPFC_NF3_r1-mPFC,12314.0926965099,399.390775058992,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600201100197-mPFC_NF3_r1-mPFC,12269.3540563299,390.801828070408,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600201100201-mPFC_NF3_r1-mPFC,12263.5302559867,411.625674897921,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600201100203-mPFC_NF3_r1-mPFC,12311.4587627092,414.430909727292,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600201100210-mPFC_NF3_r1-mPFC,12266.1896600268,426.419295074982,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600201100222-mPFC_NF3_r1-mPFC,12315.8642968573,450.95163317049,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600201100230-mPFC_NF3_r1-mPFC,12251.335473258,490.101551830627,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600201100236-mPFC_NF3_r1-mPFC,12298.1813023468,392.506951350874,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600201100244-mPFC_NF3_r1-mPFC,12299.9379038969,448.375609948733,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600201100247-mPFC_NF3_r1-mPFC,12240.3607339546,471.222620835091,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600201100249-mPFC_NF3_r1-mPFC,12232.3787935627,482.581811656125,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600201100250-mPFC_NF3_r1-mPFC,12253.0818992624,489.19583379546,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600201200002-mPFC_NF3_r1-mPFC,12316.7368066114,380.110429462762,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600201200005-mPFC_NF3_r1-mPFC,12264.0467172173,410.96648618376,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100056-mPFC_NF3_r1-mPFC,12341.6343801157,410.615788214627,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100091-mPFC_NF3_r1-mPFC,12390.2587485286,445.944499637761,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100092-mPFC_NF3_r1-mPFC,12396.8179359042,446.098161344866,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100095-mPFC_NF3_r1-mPFC,12414.5481509899,451.237554649267,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100096-mPFC_NF3_r1-mPFC,12443.5522853674,450.724553496932,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100100-mPFC_NF3_r1-mPFC,12364.506960581,453.276616600983,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100101-mPFC_NF3_r1-mPFC,12400.6869871149,456.487811400729,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202100108-mPFC_NF3_r1-mPFC,12358.6368555409,462.917734831592,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202100119-mPFC_NF3_r1-mPFC,12374.4647953559,478.741349200807,13,N_Sst,mPFC_NF3_r1-mPFC
2997859600202100121-mPFC_NF3_r1-mPFC,12389.049697569,478.562783756678,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202100126-mPFC_NF3_r1-mPFC,12433.3315195396,488.606742969857,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100128-mPFC_NF3_r1-mPFC,12398.7202146329,493.542782057504,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202100152-mPFC_NF3_r1-mPFC,12398.0171798111,417.996744231586,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100156-mPFC_NF3_r1-mPFC,12372.0234025205,426.403767426358,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202100158-mPFC_NF3_r1-mPFC,12386.2311867091,428.206261983295,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100159-mPFC_NF3_r1-mPFC,12436.8685346494,426.954488602901,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202100167-mPFC_NF3_r1-mPFC,12418.6671103298,486.912533691038,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202100169-mPFC_NF3_r1-mPFC,12377.1774186082,489.740670456984,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202100170-mPFC_NF3_r1-mPFC,12449.0653782065,490.104868899523,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202100191-mPFC_NF3_r1-mPFC,12422.0217344584,468.776429634872,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202100192-mPFC_NF3_r1-mPFC,12445.5943483107,491.69882818283,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202200006-mPFC_NF3_r1-mPFC,12334.4815653508,427.968576301419,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202200007-mPFC_NF3_r1-mPFC,12381.7919389791,426.932791503646,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202200008-mPFC_NF3_r1-mPFC,12340.8791594823,428.170524989803,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600202200014-mPFC_NF3_r1-mPFC,12421.7750202101,449.275512692304,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202200033-mPFC_NF3_r1-mPFC,12391.7496188133,492.883034680074,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600202200039-mPFC_NF3_r1-mPFC,12339.9472562981,393.656434484696,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600203100137-mPFC_NF3_r1-mPFC,12471.1792837218,469.343422616733,11,N_Lhx6,mPFC_NF3_r1-mPFC
2997859600203100146-mPFC_NF3_r1-mPFC,12485.8872593683,488.439407574951,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600203100148-mPFC_NF3_r1-mPFC,12519.6035155095,490.409283306708,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600203100203-mPFC_NF3_r1-mPFC,12460.1811226652,440.636039489436,22,N_Ass1,mPFC_NF3_r1-mPFC
2997859600203100204-mPFC_NF3_r1-mPFC,12477.3480117815,448.370327062938,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600203100210-mPFC_NF3_r1-mPFC,12538.1653881039,480.186162888656,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600203100211-mPFC_NF3_r1-mPFC,12531.3111609268,486.838460433546,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600203100214-mPFC_NF3_r1-mPFC,12559.6743563766,493.773692003627,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600203100224-mPFC_NF3_r1-mPFC,12504.5193911673,472.769077698338,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600203200005-mPFC_NF3_r1-mPFC,12459.42443907,467.531096875498,11,N_Lhx6,mPFC_NF3_r1-mPFC
2997859600203200009-mPFC_NF3_r1-mPFC,12459.9394127405,480.339558756844,1,N_Slc30a3,mPFC_NF3_r1-mPFC
2997859600204100028-mPFC_NF3_r1-mPFC,12640.394656428,389.073878369246,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600204100034-mPFC_NF3_r1-mPFC,12671.6433045535,396.309953735326,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600204200010-mPFC_NF3_r1-mPFC,12628.9314597492,381.530400793487,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100009-mPFC_NF3_r1-mPFC,12727.6963060014,406.642844410138,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100011-mPFC_NF3_r1-mPFC,12715.3530059742,411.428772119262,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100012-mPFC_NF3_r1-mPFC,12742.1592858881,411.389853660236,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600205100014-mPFC_NF3_r1-mPFC,12695.7718752288,421.179997378273,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100015-mPFC_NF3_r1-mPFC,12728.7814574532,418.804169251752,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100020-mPFC_NF3_r1-mPFC,12726.2330487015,430.452474222652,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100028-mPFC_NF3_r1-mPFC,12754.5504717519,441.391608408801,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100029-mPFC_NF3_r1-mPFC,12739.7743682186,443.273325518418,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100033-mPFC_NF3_r1-mPFC,12724.4966291413,446.388104974424,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100039-mPFC_NF3_r1-mPFC,12754.9624140283,459.356814843999,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100040-mPFC_NF3_r1-mPFC,12738.3991041716,458.760319823095,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100050-mPFC_NF3_r1-mPFC,12752.997804829,472.414104985284,5,N_Otof,mPFC_NF3_r1-mPFC
2997859600205100058-mPFC_NF3_r1-mPFC,12796.3366583732,477.207277669277,20,N_Npy,mPFC_NF3_r1-mPFC
2997859600205100091-mPFC_NF3_r1-mPFC,12788.2299005741,435.343491140259,17,N_Vip,mPFC_NF3_r1-mPFC
2997859600205100098-mPFC_NF3_r1-mPFC,12772.7914724407,455.725338286799,5,N_Otof,mPFC_NF3_r1-mPFC
